"Periodo(MMM DD, AAAA)";"Unidad de Valor Real (UVR)";"Archivo"
"2000/02/18";104,2503;"UVR_Unidad de valor real"
"2000/02/19";104,2964;"UVR_Unidad de valor real"
"2000/02/20";104,3425;"UVR_Unidad de valor real"
"2000/02/21";104,3887;"UVR_Unidad de valor real"
"2000/02/22";104,4348;"UVR_Unidad de valor real"
"2000/02/23";104,481;"UVR_Unidad de valor real"
"2000/02/24";104,5272;"UVR_Unidad de valor real"
"2000/02/25";104,5734;"UVR_Unidad de valor real"
"2000/02/26";104,6196;"UVR_Unidad de valor real"
"2000/02/27";104,6659;"UVR_Unidad de valor real"
"2000/02/28";104,7121;"UVR_Unidad de valor real"
"2000/02/29";104,7584;"UVR_Unidad de valor real"
"2000/03/01";104,8047;"UVR_Unidad de valor real"
"2000/03/02";104,8511;"UVR_Unidad de valor real"
"2000/03/03";104,8974;"UVR_Unidad de valor real"
"2000/03/04";104,9438;"UVR_Unidad de valor real"
"2000/03/05";104,9902;"UVR_Unidad de valor real"
"2000/03/06";105,0366;"UVR_Unidad de valor real"
"2000/03/07";105,083;"UVR_Unidad de valor real"
"2000/03/08";105,1295;"UVR_Unidad de valor real"
"2000/03/09";105,176;"UVR_Unidad de valor real"
"2000/03/10";105,2225;"UVR_Unidad de valor real"
"2000/03/11";105,269;"UVR_Unidad de valor real"
"2000/03/12";105,3155;"UVR_Unidad de valor real"
"2000/03/13";105,3621;"UVR_Unidad de valor real"
"2000/03/14";105,4086;"UVR_Unidad de valor real"
"2000/03/15";105,4552;"UVR_Unidad de valor real"
"2000/03/16";105,5326;"UVR_Unidad de valor real"
"2000/03/17";105,61;"UVR_Unidad de valor real"
"2000/03/18";105,6875;"UVR_Unidad de valor real"
"2000/03/19";105,7651;"UVR_Unidad de valor real"
"2000/03/20";105,8427;"UVR_Unidad de valor real"
"2000/03/21";105,9204;"UVR_Unidad de valor real"
"2000/03/22";105,9981;"UVR_Unidad de valor real"
"2000/03/23";106,0759;"UVR_Unidad de valor real"
"2000/03/24";106,1537;"UVR_Unidad de valor real"
"2000/03/25";106,2316;"UVR_Unidad de valor real"
"2000/03/26";106,3095;"UVR_Unidad de valor real"
"2000/03/27";106,3876;"UVR_Unidad de valor real"
"2000/03/28";106,4656;"UVR_Unidad de valor real"
"2000/03/29";106,5437;"UVR_Unidad de valor real"
"2000/03/30";106,6219;"UVR_Unidad de valor real"
"2000/03/31";106,7002;"UVR_Unidad de valor real"
"2000/04/01";106,7785;"UVR_Unidad de valor real"
"2000/04/02";106,8568;"UVR_Unidad de valor real"
"2000/04/03";106,9352;"UVR_Unidad de valor real"
"2000/04/04";107,0137;"UVR_Unidad de valor real"
"2000/04/05";107,0922;"UVR_Unidad de valor real"
"2000/04/06";107,1708;"UVR_Unidad de valor real"
"2000/04/07";107,2495;"UVR_Unidad de valor real"
"2000/04/08";107,3282;"UVR_Unidad de valor real"
"2000/04/09";107,4069;"UVR_Unidad de valor real"
"2000/04/10";107,4857;"UVR_Unidad de valor real"
"2000/04/11";107,5646;"UVR_Unidad de valor real"
"2000/04/12";107,6435;"UVR_Unidad de valor real"
"2000/04/13";107,7225;"UVR_Unidad de valor real"
"2000/04/14";107,8016;"UVR_Unidad de valor real"
"2000/04/15";107,8807;"UVR_Unidad de valor real"
"2000/04/16";107,9417;"UVR_Unidad de valor real"
"2000/04/17";108,0027;"UVR_Unidad de valor real"
"2000/04/18";108,0638;"UVR_Unidad de valor real"
"2000/04/19";108,1249;"UVR_Unidad de valor real"
"2000/04/20";108,186;"UVR_Unidad de valor real"
"2000/04/21";108,2472;"UVR_Unidad de valor real"
"2000/04/22";108,3084;"UVR_Unidad de valor real"
"2000/04/23";108,3696;"UVR_Unidad de valor real"
"2000/04/24";108,4308;"UVR_Unidad de valor real"
"2000/04/25";108,4921;"UVR_Unidad de valor real"
"2000/04/26";108,5535;"UVR_Unidad de valor real"
"2000/04/27";108,6149;"UVR_Unidad de valor real"
"2000/04/28";108,6763;"UVR_Unidad de valor real"
"2000/04/29";108,7377;"UVR_Unidad de valor real"
"2000/04/30";108,7992;"UVR_Unidad de valor real"
"2000/05/01";108,8607;"UVR_Unidad de valor real"
"2000/05/02";108,9222;"UVR_Unidad de valor real"
"2000/05/03";108,9838;"UVR_Unidad de valor real"
"2000/05/04";109,0454;"UVR_Unidad de valor real"
"2000/05/05";109,1071;"UVR_Unidad de valor real"
"2000/05/06";109,1687;"UVR_Unidad de valor real"
"2000/05/07";109,2305;"UVR_Unidad de valor real"
"2000/05/08";109,2922;"UVR_Unidad de valor real"
"2000/05/09";109,354;"UVR_Unidad de valor real"
"2000/05/10";109,4158;"UVR_Unidad de valor real"
"2000/05/11";109,4777;"UVR_Unidad de valor real"
"2000/05/12";109,5396;"UVR_Unidad de valor real"
"2000/05/13";109,6015;"UVR_Unidad de valor real"
"2000/05/14";109,6635;"UVR_Unidad de valor real"
"2000/05/15";109,7255;"UVR_Unidad de valor real"
"2000/05/16";109,7607;"UVR_Unidad de valor real"
"2000/05/17";109,796;"UVR_Unidad de valor real"
"2000/05/18";109,8312;"UVR_Unidad de valor real"
"2000/05/19";109,8665;"UVR_Unidad de valor real"
"2000/05/20";109,9017;"UVR_Unidad de valor real"
"2000/05/21";109,937;"UVR_Unidad de valor real"
"2000/05/22";109,9723;"UVR_Unidad de valor real"
"2000/05/23";110,0076;"UVR_Unidad de valor real"
"2000/05/24";110,0429;"UVR_Unidad de valor real"
"2000/05/25";110,0783;"UVR_Unidad de valor real"
"2000/05/26";110,1136;"UVR_Unidad de valor real"
"2000/05/27";110,1489;"UVR_Unidad de valor real"
"2000/05/28";110,1843;"UVR_Unidad de valor real"
"2000/05/29";110,2197;"UVR_Unidad de valor real"
"2000/05/30";110,2551;"UVR_Unidad de valor real"
"2000/05/31";110,2905;"UVR_Unidad de valor real"
"2000/06/01";110,3259;"UVR_Unidad de valor real"
"2000/06/02";110,3613;"UVR_Unidad de valor real"
"2000/06/03";110,3967;"UVR_Unidad de valor real"
"2000/06/04";110,4322;"UVR_Unidad de valor real"
"2000/06/05";110,4676;"UVR_Unidad de valor real"
"2000/06/06";110,5031;"UVR_Unidad de valor real"
"2000/06/07";110,5385;"UVR_Unidad de valor real"
"2000/06/08";110,574;"UVR_Unidad de valor real"
"2000/06/09";110,6095;"UVR_Unidad de valor real"
"2000/06/10";110,645;"UVR_Unidad de valor real"
"2000/06/11";110,6806;"UVR_Unidad de valor real"
"2000/06/12";110,7161;"UVR_Unidad de valor real"
"2000/06/13";110,7516;"UVR_Unidad de valor real"
"2000/06/14";110,7872;"UVR_Unidad de valor real"
"2000/06/15";110,8228;"UVR_Unidad de valor real"
"2000/06/16";110,842;"UVR_Unidad de valor real"
"2000/06/17";110,8611;"UVR_Unidad de valor real"
"2000/06/18";110,8803;"UVR_Unidad de valor real"
"2000/06/19";110,8995;"UVR_Unidad de valor real"
"2000/06/20";110,9186;"UVR_Unidad de valor real"
"2000/06/21";110,9378;"UVR_Unidad de valor real"
"2000/06/22";110,957;"UVR_Unidad de valor real"
"2000/06/23";110,9762;"UVR_Unidad de valor real"
"2000/06/24";110,9954;"UVR_Unidad de valor real"
"2000/06/25";111,0146;"UVR_Unidad de valor real"
"2000/06/26";111,0338;"UVR_Unidad de valor real"
"2000/06/27";111,053;"UVR_Unidad de valor real"
"2000/06/28";111,0722;"UVR_Unidad de valor real"
"2000/06/29";111,0914;"UVR_Unidad de valor real"
"2000/06/30";111,1106;"UVR_Unidad de valor real"
"2000/07/01";111,1298;"UVR_Unidad de valor real"
"2000/07/02";111,149;"UVR_Unidad de valor real"
"2000/07/03";111,1682;"UVR_Unidad de valor real"
"2000/07/04";111,1874;"UVR_Unidad de valor real"
"2000/07/05";111,2067;"UVR_Unidad de valor real"
"2000/07/06";111,2259;"UVR_Unidad de valor real"
"2000/07/07";111,2451;"UVR_Unidad de valor real"
"2000/07/08";111,2643;"UVR_Unidad de valor real"
"2000/07/09";111,2836;"UVR_Unidad de valor real"
"2000/07/10";111,3028;"UVR_Unidad de valor real"
"2000/07/11";111,3221;"UVR_Unidad de valor real"
"2000/07/12";111,3413;"UVR_Unidad de valor real"
"2000/07/13";111,3606;"UVR_Unidad de valor real"
"2000/07/14";111,3798;"UVR_Unidad de valor real"
"2000/07/15";111,3991;"UVR_Unidad de valor real"
"2000/07/16";111,3984;"UVR_Unidad de valor real"
"2000/07/17";111,3977;"UVR_Unidad de valor real"
"2000/07/18";111,3969;"UVR_Unidad de valor real"
"2000/07/19";111,3962;"UVR_Unidad de valor real"
"2000/07/20";111,3955;"UVR_Unidad de valor real"
"2000/07/21";111,3948;"UVR_Unidad de valor real"
"2000/07/22";111,3941;"UVR_Unidad de valor real"
"2000/07/23";111,3933;"UVR_Unidad de valor real"
"2000/07/24";111,3926;"UVR_Unidad de valor real"
"2000/07/25";111,3919;"UVR_Unidad de valor real"
"2000/07/26";111,3912;"UVR_Unidad de valor real"
"2000/07/27";111,3905;"UVR_Unidad de valor real"
"2000/07/28";111,3898;"UVR_Unidad de valor real"
"2000/07/29";111,389;"UVR_Unidad de valor real"
"2000/07/30";111,3883;"UVR_Unidad de valor real"
"2000/07/31";111,3876;"UVR_Unidad de valor real"
"2000/08/01";111,3869;"UVR_Unidad de valor real"
"2000/08/02";111,3862;"UVR_Unidad de valor real"
"2000/08/03";111,3854;"UVR_Unidad de valor real"
"2000/08/04";111,3847;"UVR_Unidad de valor real"
"2000/08/05";111,384;"UVR_Unidad de valor real"
"2000/08/06";111,3833;"UVR_Unidad de valor real"
"2000/08/07";111,3826;"UVR_Unidad de valor real"
"2000/08/08";111,3819;"UVR_Unidad de valor real"
"2000/08/09";111,3811;"UVR_Unidad de valor real"
"2000/08/10";111,3804;"UVR_Unidad de valor real"
"2000/08/11";111,3797;"UVR_Unidad de valor real"
"2000/08/12";111,379;"UVR_Unidad de valor real"
"2000/08/13";111,3783;"UVR_Unidad de valor real"
"2000/08/14";111,3775;"UVR_Unidad de valor real"
"2000/08/15";111,3768;"UVR_Unidad de valor real"
"2000/08/16";111,3754;"UVR_Unidad de valor real"
"2000/08/17";111,3739;"UVR_Unidad de valor real"
"2000/08/18";111,3725;"UVR_Unidad de valor real"
"2000/08/19";111,3711;"UVR_Unidad de valor real"
"2000/08/20";111,3696;"UVR_Unidad de valor real"
"2000/08/21";111,3682;"UVR_Unidad de valor real"
"2000/08/22";111,3667;"UVR_Unidad de valor real"
"2000/08/23";111,3653;"UVR_Unidad de valor real"
"2000/08/24";111,3639;"UVR_Unidad de valor real"
"2000/08/25";111,3624;"UVR_Unidad de valor real"
"2000/08/26";111,361;"UVR_Unidad de valor real"
"2000/08/27";111,3596;"UVR_Unidad de valor real"
"2000/08/28";111,3581;"UVR_Unidad de valor real"
"2000/08/29";111,3567;"UVR_Unidad de valor real"
"2000/08/30";111,3552;"UVR_Unidad de valor real"
"2000/08/31";111,3538;"UVR_Unidad de valor real"
"2000/09/01";111,3524;"UVR_Unidad de valor real"
"2000/09/02";111,3509;"UVR_Unidad de valor real"
"2000/09/03";111,3495;"UVR_Unidad de valor real"
"2000/09/04";111,3481;"UVR_Unidad de valor real"
"2000/09/05";111,3466;"UVR_Unidad de valor real"
"2000/09/06";111,3452;"UVR_Unidad de valor real"
"2000/09/07";111,3437;"UVR_Unidad de valor real"
"2000/09/08";111,3423;"UVR_Unidad de valor real"
"2000/09/09";111,3409;"UVR_Unidad de valor real"
"2000/09/10";111,3394;"UVR_Unidad de valor real"
"2000/09/11";111,338;"UVR_Unidad de valor real"
"2000/09/12";111,3366;"UVR_Unidad de valor real"
"2000/09/13";111,3351;"UVR_Unidad de valor real"
"2000/09/14";111,3337;"UVR_Unidad de valor real"
"2000/09/15";111,3322;"UVR_Unidad de valor real"
"2000/09/16";111,3441;"UVR_Unidad de valor real"
"2000/09/17";111,3559;"UVR_Unidad de valor real"
"2000/09/18";111,3678;"UVR_Unidad de valor real"
"2000/09/19";111,3796;"UVR_Unidad de valor real"
"2000/09/20";111,3915;"UVR_Unidad de valor real"
"2000/09/21";111,4034;"UVR_Unidad de valor real"
"2000/09/22";111,4152;"UVR_Unidad de valor real"
"2000/09/23";111,4271;"UVR_Unidad de valor real"
"2000/09/24";111,439;"UVR_Unidad de valor real"
"2000/09/25";111,4508;"UVR_Unidad de valor real"
"2000/09/26";111,4627;"UVR_Unidad de valor real"
"2000/09/27";111,4746;"UVR_Unidad de valor real"
"2000/09/28";111,4864;"UVR_Unidad de valor real"
"2000/09/29";111,4983;"UVR_Unidad de valor real"
"2000/09/30";111,5102;"UVR_Unidad de valor real"
"2000/10/01";111,5221;"UVR_Unidad de valor real"
"2000/10/02";111,5339;"UVR_Unidad de valor real"
"2000/10/03";111,5458;"UVR_Unidad de valor real"
"2000/10/04";111,5577;"UVR_Unidad de valor real"
"2000/10/05";111,5696;"UVR_Unidad de valor real"
"2000/10/06";111,5815;"UVR_Unidad de valor real"
"2000/10/07";111,5933;"UVR_Unidad de valor real"
"2000/10/08";111,6052;"UVR_Unidad de valor real"
"2000/10/09";111,6171;"UVR_Unidad de valor real"
"2000/10/10";111,629;"UVR_Unidad de valor real"
"2000/10/11";111,6409;"UVR_Unidad de valor real"
"2000/10/12";111,6528;"UVR_Unidad de valor real"
"2000/10/13";111,6647;"UVR_Unidad de valor real"
"2000/10/14";111,6766;"UVR_Unidad de valor real"
"2000/10/15";111,6885;"UVR_Unidad de valor real"
"2000/10/16";111,704;"UVR_Unidad de valor real"
"2000/10/17";111,7194;"UVR_Unidad de valor real"
"2000/10/18";111,7349;"UVR_Unidad de valor real"
"2000/10/19";111,7504;"UVR_Unidad de valor real"
"2000/10/20";111,7658;"UVR_Unidad de valor real"
"2000/10/21";111,7813;"UVR_Unidad de valor real"
"2000/10/22";111,7968;"UVR_Unidad de valor real"
"2000/10/23";111,8122;"UVR_Unidad de valor real"
"2000/10/24";111,8277;"UVR_Unidad de valor real"
"2000/10/25";111,8432;"UVR_Unidad de valor real"
"2000/10/26";111,8587;"UVR_Unidad de valor real"
"2000/10/27";111,8742;"UVR_Unidad de valor real"
"2000/10/28";111,8896;"UVR_Unidad de valor real"
"2000/10/29";111,9051;"UVR_Unidad de valor real"
"2000/10/30";111,9206;"UVR_Unidad de valor real"
"2000/10/31";111,9361;"UVR_Unidad de valor real"
"2000/11/01";111,9516;"UVR_Unidad de valor real"
"2000/11/02";111,9671;"UVR_Unidad de valor real"
"2000/11/03";111,9826;"UVR_Unidad de valor real"
"2000/11/04";111,9981;"UVR_Unidad de valor real"
"2000/11/05";112,0136;"UVR_Unidad de valor real"
"2000/11/06";112,0291;"UVR_Unidad de valor real"
"2000/11/07";112,0446;"UVR_Unidad de valor real"
"2000/11/08";112,0601;"UVR_Unidad de valor real"
"2000/11/09";112,0756;"UVR_Unidad de valor real"
"2000/11/10";112,0912;"UVR_Unidad de valor real"
"2000/11/11";112,1067;"UVR_Unidad de valor real"
"2000/11/12";112,1222;"UVR_Unidad de valor real"
"2000/11/13";112,1377;"UVR_Unidad de valor real"
"2000/11/14";112,1532;"UVR_Unidad de valor real"
"2000/11/15";112,1688;"UVR_Unidad de valor real"
"2000/11/16";112,1744;"UVR_Unidad de valor real"
"2000/11/17";112,18;"UVR_Unidad de valor real"
"2000/11/18";112,1856;"UVR_Unidad de valor real"
"2000/11/19";112,1912;"UVR_Unidad de valor real"
"2000/11/20";112,1968;"UVR_Unidad de valor real"
"2000/11/21";112,2024;"UVR_Unidad de valor real"
"2000/11/22";112,208;"UVR_Unidad de valor real"
"2000/11/23";112,2136;"UVR_Unidad de valor real"
"2000/11/24";112,2192;"UVR_Unidad de valor real"
"2000/11/25";112,2249;"UVR_Unidad de valor real"
"2000/11/26";112,2305;"UVR_Unidad de valor real"
"2000/11/27";112,2361;"UVR_Unidad de valor real"
"2000/11/28";112,2417;"UVR_Unidad de valor real"
"2000/11/29";112,2473;"UVR_Unidad de valor real"
"2000/11/30";112,2529;"UVR_Unidad de valor real"
"2000/12/01";112,2585;"UVR_Unidad de valor real"
"2000/12/02";112,2641;"UVR_Unidad de valor real"
"2000/12/03";112,2697;"UVR_Unidad de valor real"
"2000/12/04";112,2753;"UVR_Unidad de valor real"
"2000/12/05";112,2809;"UVR_Unidad de valor real"
"2000/12/06";112,2866;"UVR_Unidad de valor real"
"2000/12/07";112,2922;"UVR_Unidad de valor real"
"2000/12/08";112,2978;"UVR_Unidad de valor real"
"2000/12/09";112,3034;"UVR_Unidad de valor real"
"2000/12/10";112,309;"UVR_Unidad de valor real"
"2000/12/11";112,3146;"UVR_Unidad de valor real"
"2000/12/12";112,3202;"UVR_Unidad de valor real"
"2000/12/13";112,3258;"UVR_Unidad de valor real"
"2000/12/14";112,3314;"UVR_Unidad de valor real"
"2000/12/15";112,3371;"UVR_Unidad de valor real"
"2000/12/16";112,349;"UVR_Unidad de valor real"
"2000/12/17";112,361;"UVR_Unidad de valor real"
"2000/12/18";112,3729;"UVR_Unidad de valor real"
"2000/12/19";112,3849;"UVR_Unidad de valor real"
"2000/12/20";112,3968;"UVR_Unidad de valor real"
"2000/12/21";112,4088;"UVR_Unidad de valor real"
"2000/12/22";112,4207;"UVR_Unidad de valor real"
"2000/12/23";112,4327;"UVR_Unidad de valor real"
"2000/12/24";112,4446;"UVR_Unidad de valor real"
"2000/12/25";112,4566;"UVR_Unidad de valor real"
"2000/12/26";112,4685;"UVR_Unidad de valor real"
"2000/12/27";112,4805;"UVR_Unidad de valor real"
"2000/12/28";112,4924;"UVR_Unidad de valor real"
"2000/12/29";112,5044;"UVR_Unidad de valor real"
"2000/12/30";112,5163;"UVR_Unidad de valor real"
"2000/12/31";112,5283;"UVR_Unidad de valor real"
"2001/01/01";112,5402;"UVR_Unidad de valor real"
"2001/01/02";112,5522;"UVR_Unidad de valor real"
"2001/01/03";112,5642;"UVR_Unidad de valor real"
"2001/01/04";112,5761;"UVR_Unidad de valor real"
"2001/01/05";112,5881;"UVR_Unidad de valor real"
"2001/01/06";112,6001;"UVR_Unidad de valor real"
"2001/01/07";112,612;"UVR_Unidad de valor real"
"2001/01/08";112,624;"UVR_Unidad de valor real"
"2001/01/09";112,636;"UVR_Unidad de valor real"
"2001/01/10";112,6479;"UVR_Unidad de valor real"
"2001/01/11";112,6599;"UVR_Unidad de valor real"
"2001/01/12";112,6719;"UVR_Unidad de valor real"
"2001/01/13";112,6839;"UVR_Unidad de valor real"
"2001/01/14";112,6958;"UVR_Unidad de valor real"
"2001/01/15";112,7078;"UVR_Unidad de valor real"
"2001/01/16";112,7245;"UVR_Unidad de valor real"
"2001/01/17";112,7412;"UVR_Unidad de valor real"
"2001/01/18";112,7579;"UVR_Unidad de valor real"
"2001/01/19";112,7746;"UVR_Unidad de valor real"
"2001/01/20";112,7913;"UVR_Unidad de valor real"
"2001/01/21";112,808;"UVR_Unidad de valor real"
"2001/01/22";112,8247;"UVR_Unidad de valor real"
"2001/01/23";112,8414;"UVR_Unidad de valor real"
"2001/01/24";112,8581;"UVR_Unidad de valor real"
"2001/01/25";112,8748;"UVR_Unidad de valor real"
"2001/01/26";112,8915;"UVR_Unidad de valor real"
"2001/01/27";112,9082;"UVR_Unidad de valor real"
"2001/01/28";112,9249;"UVR_Unidad de valor real"
"2001/01/29";112,9416;"UVR_Unidad de valor real"
"2001/01/30";112,9584;"UVR_Unidad de valor real"
"2001/01/31";112,9751;"UVR_Unidad de valor real"
"2001/02/01";112,9918;"UVR_Unidad de valor real"
"2001/02/02";113,0085;"UVR_Unidad de valor real"
"2001/02/03";113,0253;"UVR_Unidad de valor real"
"2001/02/04";113,042;"UVR_Unidad de valor real"
"2001/02/05";113,0588;"UVR_Unidad de valor real"
"2001/02/06";113,0755;"UVR_Unidad de valor real"
"2001/02/07";113,0922;"UVR_Unidad de valor real"
"2001/02/08";113,109;"UVR_Unidad de valor real"
"2001/02/09";113,1257;"UVR_Unidad de valor real"
"2001/02/10";113,1425;"UVR_Unidad de valor real"
"2001/02/11";113,1592;"UVR_Unidad de valor real"
"2001/02/12";113,176;"UVR_Unidad de valor real"
"2001/02/13";113,1927;"UVR_Unidad de valor real"
"2001/02/14";113,2095;"UVR_Unidad de valor real"
"2001/02/15";113,2263;"UVR_Unidad de valor real"
"2001/02/16";113,2685;"UVR_Unidad de valor real"
"2001/02/17";113,3108;"UVR_Unidad de valor real"
"2001/02/18";113,3531;"UVR_Unidad de valor real"
"2001/02/19";113,3954;"UVR_Unidad de valor real"
"2001/02/20";113,4377;"UVR_Unidad de valor real"
"2001/02/21";113,48;"UVR_Unidad de valor real"
"2001/02/22";113,5224;"UVR_Unidad de valor real"
"2001/02/23";113,5647;"UVR_Unidad de valor real"
"2001/02/24";113,6071;"UVR_Unidad de valor real"
"2001/02/25";113,6495;"UVR_Unidad de valor real"
"2001/02/26";113,6919;"UVR_Unidad de valor real"
"2001/02/27";113,7343;"UVR_Unidad de valor real"
"2001/02/28";113,7767;"UVR_Unidad de valor real"
"2001/03/01";113,8192;"UVR_Unidad de valor real"
"2001/03/02";113,8617;"UVR_Unidad de valor real"
"2001/03/03";113,9041;"UVR_Unidad de valor real"
"2001/03/04";113,9466;"UVR_Unidad de valor real"
"2001/03/05";113,9892;"UVR_Unidad de valor real"
"2001/03/06";114,0317;"UVR_Unidad de valor real"
"2001/03/07";114,0742;"UVR_Unidad de valor real"
"2001/03/08";114,1168;"UVR_Unidad de valor real"
"2001/03/09";114,1594;"UVR_Unidad de valor real"
"2001/03/10";114,202;"UVR_Unidad de valor real"
"2001/03/11";114,2446;"UVR_Unidad de valor real"
"2001/03/12";114,2872;"UVR_Unidad de valor real"
"2001/03/13";114,3298;"UVR_Unidad de valor real"
"2001/03/14";114,3725;"UVR_Unidad de valor real"
"2001/03/15";114,4152;"UVR_Unidad de valor real"
"2001/03/16";114,4843;"UVR_Unidad de valor real"
"2001/03/17";114,5535;"UVR_Unidad de valor real"
"2001/03/18";114,6227;"UVR_Unidad de valor real"
"2001/03/19";114,692;"UVR_Unidad de valor real"
"2001/03/20";114,7612;"UVR_Unidad de valor real"
"2001/03/21";114,8306;"UVR_Unidad de valor real"
"2001/03/22";114,9;"UVR_Unidad de valor real"
"2001/03/23";114,9694;"UVR_Unidad de valor real"
"2001/03/24";115,0388;"UVR_Unidad de valor real"
"2001/03/25";115,1083;"UVR_Unidad de valor real"
"2001/03/26";115,1779;"UVR_Unidad de valor real"
"2001/03/27";115,2475;"UVR_Unidad de valor real"
"2001/03/28";115,3171;"UVR_Unidad de valor real"
"2001/03/29";115,3868;"UVR_Unidad de valor real"
"2001/03/30";115,4565;"UVR_Unidad de valor real"
"2001/03/31";115,5262;"UVR_Unidad de valor real"
"2001/04/01";115,596;"UVR_Unidad de valor real"
"2001/04/02";115,6659;"UVR_Unidad de valor real"
"2001/04/03";115,7358;"UVR_Unidad de valor real"
"2001/04/04";115,8057;"UVR_Unidad de valor real"
"2001/04/05";115,8757;"UVR_Unidad de valor real"
"2001/04/06";115,9457;"UVR_Unidad de valor real"
"2001/04/07";116,0157;"UVR_Unidad de valor real"
"2001/04/08";116,0858;"UVR_Unidad de valor real"
"2001/04/09";116,1559;"UVR_Unidad de valor real"
"2001/04/10";116,2261;"UVR_Unidad de valor real"
"2001/04/11";116,2963;"UVR_Unidad de valor real"
"2001/04/12";116,3666;"UVR_Unidad de valor real"
"2001/04/13";116,4369;"UVR_Unidad de valor real"
"2001/04/14";116,5073;"UVR_Unidad de valor real"
"2001/04/15";116,5776;"UVR_Unidad de valor real"
"2001/04/16";116,6347;"UVR_Unidad de valor real"
"2001/04/17";116,6918;"UVR_Unidad de valor real"
"2001/04/18";116,749;"UVR_Unidad de valor real"
"2001/04/19";116,8062;"UVR_Unidad de valor real"
"2001/04/20";116,8634;"UVR_Unidad de valor real"
"2001/04/21";116,9206;"UVR_Unidad de valor real"
"2001/04/22";116,9779;"UVR_Unidad de valor real"
"2001/04/23";117,0352;"UVR_Unidad de valor real"
"2001/04/24";117,0925;"UVR_Unidad de valor real"
"2001/04/25";117,1499;"UVR_Unidad de valor real"
"2001/04/26";117,2073;"UVR_Unidad de valor real"
"2001/04/27";117,2647;"UVR_Unidad de valor real"
"2001/04/28";117,3221;"UVR_Unidad de valor real"
"2001/04/29";117,3796;"UVR_Unidad de valor real"
"2001/04/30";117,4371;"UVR_Unidad de valor real"
"2001/05/01";117,4946;"UVR_Unidad de valor real"
"2001/05/02";117,5522;"UVR_Unidad de valor real"
"2001/05/03";117,6098;"UVR_Unidad de valor real"
"2001/05/04";117,6674;"UVR_Unidad de valor real"
"2001/05/05";117,725;"UVR_Unidad de valor real"
"2001/05/06";117,7827;"UVR_Unidad de valor real"
"2001/05/07";117,8404;"UVR_Unidad de valor real"
"2001/05/08";117,8981;"UVR_Unidad de valor real"
"2001/05/09";117,9558;"UVR_Unidad de valor real"
"2001/05/10";118,0136;"UVR_Unidad de valor real"
"2001/05/11";118,0714;"UVR_Unidad de valor real"
"2001/05/12";118,1293;"UVR_Unidad de valor real"
"2001/05/13";118,1871;"UVR_Unidad de valor real"
"2001/05/14";118,245;"UVR_Unidad de valor real"
"2001/05/15";118,3029;"UVR_Unidad de valor real"
"2001/05/16";118,3465;"UVR_Unidad de valor real"
"2001/05/17";118,3902;"UVR_Unidad de valor real"
"2001/05/18";118,4339;"UVR_Unidad de valor real"
"2001/05/19";118,4776;"UVR_Unidad de valor real"
"2001/05/20";118,5213;"UVR_Unidad de valor real"
"2001/05/21";118,565;"UVR_Unidad de valor real"
"2001/05/22";118,6087;"UVR_Unidad de valor real"
"2001/05/23";118,6525;"UVR_Unidad de valor real"
"2001/05/24";118,6963;"UVR_Unidad de valor real"
"2001/05/25";118,7401;"UVR_Unidad de valor real"
"2001/05/26";118,7839;"UVR_Unidad de valor real"
"2001/05/27";118,8277;"UVR_Unidad de valor real"
"2001/05/28";118,8715;"UVR_Unidad de valor real"
"2001/05/29";118,9154;"UVR_Unidad de valor real"
"2001/05/30";118,9593;"UVR_Unidad de valor real"
"2001/05/31";119,0031;"UVR_Unidad de valor real"
"2001/06/01";119,047;"UVR_Unidad de valor real"
"2001/06/02";119,091;"UVR_Unidad de valor real"
"2001/06/03";119,1349;"UVR_Unidad de valor real"
"2001/06/04";119,1788;"UVR_Unidad de valor real"
"2001/06/05";119,2228;"UVR_Unidad de valor real"
"2001/06/06";119,2668;"UVR_Unidad de valor real"
"2001/06/07";119,3108;"UVR_Unidad de valor real"
"2001/06/08";119,3548;"UVR_Unidad de valor real"
"2001/06/09";119,3988;"UVR_Unidad de valor real"
"2001/06/10";119,4429;"UVR_Unidad de valor real"
"2001/06/11";119,487;"UVR_Unidad de valor real"
"2001/06/12";119,531;"UVR_Unidad de valor real"
"2001/06/13";119,5751;"UVR_Unidad de valor real"
"2001/06/14";119,6193;"UVR_Unidad de valor real"
"2001/06/15";119,6634;"UVR_Unidad de valor real"
"2001/06/16";119,6801;"UVR_Unidad de valor real"
"2001/06/17";119,6968;"UVR_Unidad de valor real"
"2001/06/18";119,7136;"UVR_Unidad de valor real"
"2001/06/19";119,7303;"UVR_Unidad de valor real"
"2001/06/20";119,747;"UVR_Unidad de valor real"
"2001/06/21";119,7637;"UVR_Unidad de valor real"
"2001/06/22";119,7805;"UVR_Unidad de valor real"
"2001/06/23";119,7972;"UVR_Unidad de valor real"
"2001/06/24";119,814;"UVR_Unidad de valor real"
"2001/06/25";119,8307;"UVR_Unidad de valor real"
"2001/06/26";119,8474;"UVR_Unidad de valor real"
"2001/06/27";119,8642;"UVR_Unidad de valor real"
"2001/06/28";119,8809;"UVR_Unidad de valor real"
"2001/06/29";119,8977;"UVR_Unidad de valor real"
"2001/06/30";119,9144;"UVR_Unidad de valor real"
"2001/07/01";119,9312;"UVR_Unidad de valor real"
