"Periodo(MMM DD, AAAA)";"Unidad de Valor Real (UVR)";"Archivo"
"2015/03/24";217,8524;"UVR_Unidad de valor real"
"2015/03/25";217,9328;"UVR_Unidad de valor real"
"2015/03/26";218,0132;"UVR_Unidad de valor real"
"2015/03/27";218,0936;"UVR_Unidad de valor real"
"2015/03/28";218,1741;"UVR_Unidad de valor real"
"2015/03/29";218,2545;"UVR_Unidad de valor real"
"2015/03/30";218,3351;"UVR_Unidad de valor real"
"2015/03/31";218,4156;"UVR_Unidad de valor real"
"2015/04/01";218,4962;"UVR_Unidad de valor real"
"2015/04/02";218,5768;"UVR_Unidad de valor real"
"2015/04/03";218,6574;"UVR_Unidad de valor real"
"2015/04/04";218,7381;"UVR_Unidad de valor real"
"2015/04/05";218,8188;"UVR_Unidad de valor real"
"2015/04/06";218,8995;"UVR_Unidad de valor real"
"2015/04/07";218,9803;"UVR_Unidad de valor real"
"2015/04/08";219,0611;"UVR_Unidad de valor real"
"2015/04/09";219,1419;"UVR_Unidad de valor real"
"2015/04/10";219,2227;"UVR_Unidad de valor real"
"2015/04/11";219,3036;"UVR_Unidad de valor real"
"2015/04/12";219,3845;"UVR_Unidad de valor real"
"2015/04/13";219,4654;"UVR_Unidad de valor real"
"2015/04/14";219,5464;"UVR_Unidad de valor real"
"2015/04/15";219,6274;"UVR_Unidad de valor real"
"2015/04/16";219,6705;"UVR_Unidad de valor real"
"2015/04/17";219,7135;"UVR_Unidad de valor real"
"2015/04/18";219,7566;"UVR_Unidad de valor real"
"2015/04/19";219,7997;"UVR_Unidad de valor real"
"2015/04/20";219,8428;"UVR_Unidad de valor real"
"2015/04/21";219,886;"UVR_Unidad de valor real"
"2015/04/22";219,9291;"UVR_Unidad de valor real"
"2015/04/23";219,9722;"UVR_Unidad de valor real"
"2015/04/24";220,0153;"UVR_Unidad de valor real"
"2015/04/25";220,0585;"UVR_Unidad de valor real"
"2015/04/26";220,1016;"UVR_Unidad de valor real"
"2015/04/27";220,1448;"UVR_Unidad de valor real"
"2015/04/28";220,188;"UVR_Unidad de valor real"
"2015/04/29";220,2312;"UVR_Unidad de valor real"
"2015/04/30";220,2743;"UVR_Unidad de valor real"
"2015/05/01";220,3175;"UVR_Unidad de valor real"
"2015/05/02";220,3608;"UVR_Unidad de valor real"
"2015/05/03";220,404;"UVR_Unidad de valor real"
"2015/05/04";220,4472;"UVR_Unidad de valor real"
"2015/05/05";220,4904;"UVR_Unidad de valor real"
"2015/05/06";220,5337;"UVR_Unidad de valor real"
"2015/05/07";220,5769;"UVR_Unidad de valor real"
"2015/05/08";220,6202;"UVR_Unidad de valor real"
"2015/05/09";220,6634;"UVR_Unidad de valor real"
"2015/05/10";220,7067;"UVR_Unidad de valor real"
"2015/05/11";220,75;"UVR_Unidad de valor real"
"2015/05/12";220,7933;"UVR_Unidad de valor real"
"2015/05/13";220,8366;"UVR_Unidad de valor real"
"2015/05/14";220,8799;"UVR_Unidad de valor real"
"2015/05/15";220,9232;"UVR_Unidad de valor real"
"2015/05/16";220,9616;"UVR_Unidad de valor real"
"2015/05/17";221;"UVR_Unidad de valor real"
"2015/05/18";221,0384;"UVR_Unidad de valor real"
"2015/05/19";221,0768;"UVR_Unidad de valor real"
"2015/05/20";221,1152;"UVR_Unidad de valor real"
"2015/05/21";221,1536;"UVR_Unidad de valor real"
"2015/05/22";221,192;"UVR_Unidad de valor real"
"2015/05/23";221,2305;"UVR_Unidad de valor real"
"2015/05/24";221,2689;"UVR_Unidad de valor real"
"2015/05/25";221,3073;"UVR_Unidad de valor real"
"2015/05/26";221,3458;"UVR_Unidad de valor real"
"2015/05/27";221,3842;"UVR_Unidad de valor real"
"2015/05/28";221,4227;"UVR_Unidad de valor real"
"2015/05/29";221,4612;"UVR_Unidad de valor real"
"2015/05/30";221,4996;"UVR_Unidad de valor real"
"2015/05/31";221,5381;"UVR_Unidad de valor real"
"2015/06/01";221,5766;"UVR_Unidad de valor real"
"2015/06/02";221,6151;"UVR_Unidad de valor real"
"2015/06/03";221,6536;"UVR_Unidad de valor real"
"2015/06/04";221,6921;"UVR_Unidad de valor real"
"2015/06/05";221,7306;"UVR_Unidad de valor real"
"2015/06/06";221,7692;"UVR_Unidad de valor real"
"2015/06/07";221,8077;"UVR_Unidad de valor real"
"2015/06/08";221,8462;"UVR_Unidad de valor real"
"2015/06/09";221,8848;"UVR_Unidad de valor real"
"2015/06/10";221,9233;"UVR_Unidad de valor real"
"2015/06/11";221,9619;"UVR_Unidad de valor real"
"2015/06/12";222,0005;"UVR_Unidad de valor real"
"2015/06/13";222,039;"UVR_Unidad de valor real"
"2015/06/14";222,0776;"UVR_Unidad de valor real"
"2015/06/15";222,1162;"UVR_Unidad de valor real"
"2015/06/16";222,1354;"UVR_Unidad de valor real"
"2015/06/17";222,1547;"UVR_Unidad de valor real"
"2015/06/18";222,1739;"UVR_Unidad de valor real"
"2015/06/19";222,1931;"UVR_Unidad de valor real"
"2015/06/20";222,2123;"UVR_Unidad de valor real"
"2015/06/21";222,2316;"UVR_Unidad de valor real"
"2015/06/22";222,2508;"UVR_Unidad de valor real"
"2015/06/23";222,2701;"UVR_Unidad de valor real"
"2015/06/24";222,2893;"UVR_Unidad de valor real"
"2015/06/25";222,3085;"UVR_Unidad de valor real"
"2015/06/26";222,3278;"UVR_Unidad de valor real"
"2015/06/27";222,347;"UVR_Unidad de valor real"
"2015/06/28";222,3663;"UVR_Unidad de valor real"
"2015/06/29";222,3855;"UVR_Unidad de valor real"
"2015/06/30";222,4048;"UVR_Unidad de valor real"
"2015/07/01";222,424;"UVR_Unidad de valor real"
"2015/07/02";222,4433;"UVR_Unidad de valor real"
"2015/07/03";222,4625;"UVR_Unidad de valor real"
"2015/07/04";222,4818;"UVR_Unidad de valor real"
"2015/07/05";222,501;"UVR_Unidad de valor real"
"2015/07/06";222,5203;"UVR_Unidad de valor real"
"2015/07/07";222,5396;"UVR_Unidad de valor real"
"2015/07/08";222,5588;"UVR_Unidad de valor real"
"2015/07/09";222,5781;"UVR_Unidad de valor real"
"2015/07/10";222,5973;"UVR_Unidad de valor real"
"2015/07/11";222,6166;"UVR_Unidad de valor real"
"2015/07/12";222,6359;"UVR_Unidad de valor real"
"2015/07/13";222,6552;"UVR_Unidad de valor real"
"2015/07/14";222,6744;"UVR_Unidad de valor real"
"2015/07/15";222,6937;"UVR_Unidad de valor real"
"2015/07/16";222,7009;"UVR_Unidad de valor real"
"2015/07/17";222,7081;"UVR_Unidad de valor real"
"2015/07/18";222,7152;"UVR_Unidad de valor real"
"2015/07/19";222,7224;"UVR_Unidad de valor real"
"2015/07/20";222,7296;"UVR_Unidad de valor real"
"2015/07/21";222,7368;"UVR_Unidad de valor real"
"2015/07/22";222,744;"UVR_Unidad de valor real"
"2015/07/23";222,7511;"UVR_Unidad de valor real"
"2015/07/24";222,7583;"UVR_Unidad de valor real"
"2015/07/25";222,7655;"UVR_Unidad de valor real"
"2015/07/26";222,7727;"UVR_Unidad de valor real"
"2015/07/27";222,7799;"UVR_Unidad de valor real"
"2015/07/28";222,7871;"UVR_Unidad de valor real"
"2015/07/29";222,7942;"UVR_Unidad de valor real"
"2015/07/30";222,8014;"UVR_Unidad de valor real"
